OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,Address,ZipCode,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUse(kWh),SiteEnergyUseWN(kBtu),SiteEnergyUseWN(kWh),SteamUse(kBtu),SteamUse(kWh),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),NaturalGas(kWh),OtherFuelUse(kBtu),TotalGHGEmissions,GHGEmissionsIntensity,DefaultData,Comment,ComplianceStatus,Outlier
86,2015,NonResidential,Hotel,SCCA - ALLIANCE HOUSE,207 PONTIUS AVE N,98109.0,7,LAKE UNION,47.61990903,-122.3320457,2008,1,6.0,84103,20732,"Hotel, Parking",Hotel,63371.0,Parking,20732.0,,,,68.0,62.8,63.8,164.1,164.0,3979132.0,13577361,4045411.0,13803515,0.0,0,872126,2975816.0,10034.0,1003439.0,3423875,0.0,74.04,0.73,No,,Compliant,
89,2015,NonResidential,Medical Office,"POLYCLINIC MEDICAL OFFICE, NORTH BUILDING",1200 HARVARD AVE,98122.0,3,EAST,47.61249662,-122.3213373,1965,1,3.0,179014,0,Medical Office,Medical Office,179014.0,,,,,,48.0,105.4,110.9,221.6,224.0,18868768.0,64382908,19858448.0,67759836,0.0,0,2784469,9501003.0,93682.0,9368159.0,31965485,0.0,563.78,2.92,No,,Compliant,
95,2015,NonResidential,Hotel,SORRENTO HOTEL,900 MADISON ST,98104.0,3,EAST,47.60895788,-122.3268374,1908,1,7.0,76631,0,Hotel,Hotel,76631.0,,,,,,24.0,94.4,93.9,175.0,173.4,7231928.0,24676362,7192445.0,24541640,0.0,0,815936,2784090.0,44480.0,4447953.0,15177045,0.0,255.64,3.18,Yes,,Compliant,
96,2015,NonResidential,Mixed Use Property,PUGET SOUND BLOOD CENTER,921 TERRY AVE,98104.0,3,EAST,47.60831445,-122.3266192,1983,1,6.0,187600,18493,"Data Center, Medical Office, Non-Refrigerated Warehouse, Office, Other, Parking",Medical Office,40174.0,Parking,20868.0,Office,17020.0,,,201.5,203.8,509.3,502.9,15240688.0,52003385,15416397.0,52602929,4816083.0,16433157,3055277,10425038.0,0.0,0.0,0,0.0,444.42,2.13,No,,Compliant,
98,2015,NonResidential,Retail Store,FIRESTONE TIRE AND RUBBER CO,400 WESTLAKE AVE N,98109.0,7,LAKE UNION,47.622375,-122.33805,1929,1,2.0,58320,0,Retail Store,Retail Store,72072.0,,,,,,95.0,14.9,19.2,26.6,31.5,1074180.0,3665254,1383366.0,4720240,0.0,0,110291,376328.0,6979.0,697867.0,2381221,0.0,39.69,0.65,No,,Compliant,
100,2015,NonResidential,Large Office,CITY PLACE III,551 BOREN AVE N,98109.0,7,LAKE UNION,47.62428336,-122.33589247,2010,1,5.0,316306,0,"Office, Other, Parking, Retail Store",Office,261826.0,Parking,150726.0,Other,15139.0,,96.0,46.3,46.7,139.3,139.8,13300859.0,45384414,13429220.0,45822400,0.0,0,3654943,12471183.0,8302.0,830194.0,2832739,0.0,131.03,0.24,No,,Compliant,
102,2015,NonResidential,Hotel,MARRIOTT RESIDENCE INN,800 FAIRVIEW AVE N,98109.0,3,LAKE UNION,47.6263594,-122.333131,1990,1,7.0,282863,44766,"Hotel, Parking",Hotel,235788.0,Parking,51537.0,,,,40.0,79.9,85.3,178.1,186.6,18829136.0,64247678,20123722.0,68664988,0.0,0,3117920,10638785.0,81908.0,8190794.0,27948148,0.0,509.18,1.64,No,,Compliant,
103,2015,Nonresidential COS,Other,KEY ARENA - SEATTLE CENTER,305 HARRISON ST,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62124083,-122.3534322,1962,1,1.0,129000,0,Other,Other,368000.0,,,,,,,79.7,78.7,167.7,167.7,29337400.0,100103362,28974828.0,98866215,8560000.0,29207932,4194724,14312992.0,0.0,0.0,0,6464408.0,760.51,5.42,No,,Compliant,
104,2015,Nonresidential COS,Other,BAGLEY WRIGHT THEATER - SEATTLE CENTER,305 HARRISON ST,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62124083,-122.3534322,1962,1,1.0,91213,0,Other,Other,65000.0,,,,,,,78.0,85.9,201.2,216.1,5069854.0,17299059,5580583.0,19041739,1270000.0,4333419,1061505,3622005.0,0.0,0.0,0,177849.0,123.28,1.18,No,,Compliant,
106,2015,Nonresidential COS,Other,ARMORY - SEATTLE CENTER,305 HARRISON ST,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62189039,-122.3502752,1938,1,5.0,396085,0,Other,Other,278500.0,,,,,,,97.6,96.5,166.8,167.7,27185096.0,92759396,26880068.0,91718598,10951000.0,37366362,2334143,7964427.0,0.0,0.0,0,8269669.0,900.81,2.19,No,,Compliant,
107,2015,NonResidential,Large Office,CITY PLACE IV,301 BOREN AVE N,98109.0,7,LAKE UNION,47.62099765,-122.33592466,2010,1,12.0,571329,0,"Office, Other, Parking",Office,598801.0,Parking,310699.0,Other,26203.0,,89.0,66.8,66.7,184.6,184.3,41734776.0,142404965,41683652.0,142230523,0.0,0,10033800,34236747.0,74995.0,7499452.0,25589192,0.0,636.96,0.86,No,,Compliant,
110,2015,Nonresidential COS,Other,EXHIBITION HALL - SEATTLE CENTER,301 MERCER ST,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62393635,-122.35193,1962,1,2.0,49680,0,Other,Other,52000.0,,,,,,,50.6,49.4,102.4,101.3,2632472.0,8982367,2568666.0,8764652,1145000.0,3906902,336891,1149520.0,0.0,0.0,0,337952.0,96.39,1.84,No,,Compliant,
111,2015,Nonresidential COS,Other,MERCER ARENA - SEATTLE CENTER,301 MERCER ST,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62388082,-122.3499699,1928,1,1.0,60696,0,Other,Other,108000.0,,,,,,,8.6,8.6,26.9,26.9,924980.0,3156162,924980.0,3156162,0.0,0,271096,925018.0,0.0,0.0,0,0.0,6.45,0.04,No,,Compliant,
112,2015,Nonresidential COS,Other,MCCAW HALL - SEATTLE CENTER,225 MERCER ST,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62388082,-122.3499699,1928,1,2.0,262048,0,Other,Other,296000.0,,,,,,,70.4,70.4,174.1,179.7,20828130.0,71068528,20845160.0,71126637,3900000.0,13307352,4098221,13983710.0,0.0,0.0,0,2944419.0,398.51,1.29,No,,Compliant,
113,2015,NonResidential,Small- and Mid-Sized Office,KCTS 9,401 MERCER ST,98109.0,7,MAGNOLIA / QUEEN ANNE,47.623925,-122.3483417,1986,1,2.0,66240,2352,"Data Center, Distribution Center, Office, Parking, Retail Store",Office,45900.0,Data Center,5181.0,Distribution Center,4551.0,,,77.8,77.8,244.4,244.4,4329966.0,14774457,4329966.0,14774457,0.0,0,1269041,4330148.0,0.0,0.0,0,0.0,30.19,0.17,No,,Compliant,
114,2015,NonResidential,Large Office,BILL & MELINDA GATES FOUNDATION,500 5TH AVE N,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62334946,-122.344706,2010,1,6.0,920598,303707,"Office, Other, Parking",Office,729584.0,Parking,185014.0,Other,6000.0,,93.0,49.9,52.8,133.3,133.0,36681188.0,125161407,38835684.0,132512852,0.0,0,8347549,28483019.0,81994.0,8199352.0,27977350,0.0,634.03,0.56,No,,Compliant,
115,2015,NonResidential,Small- and Mid-Sized Office,SCRIPPS BUILDING - 221 FIRST AVENUE WEST,221 1ST AVE W,98119.0,7,MAGNOLIA / QUEEN ANNE,47.62038448,-122.3584269,1970,1,4.0,76213,25930,"Office, Other, Parking",Office,48546.0,Parking,21454.0,Other,2406.0,,72.0,64.8,66.8,183.3,189.4,3303553.0,11272190,3402840.0,11610971,0.0,0,823375,2809470.0,4942.0,494199.0,1686276,0.0,45.83,0.44,No,,Compliant,
116,2015,NonResidential,Hotel,THE MEDITERRANEAN INN,425 QUEEN ANNE AVE N,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62294488,-122.3571048,2002,1,6.0,117738,36934,"Hotel, Parking",Hotel,59976.0,Parking,36934.0,,,,52.0,84.4,87.5,186.9,196.8,5061274.0,17269783,5249742.0,17912863,0.0,0,826582,2820414.0,22410.0,2240976.0,7646527,0.0,138.68,1.07,No,,Compliant,
117,2015,NonResidential,Hotel,UNIVERSITY INN,4140 ROOSEVELT WAY NE,98105.0,4,NORTHEAST,47.65774638,-122.3175345,1962,1,4.0,50017,0,"Hotel, Swimming Pool",Hotel,50017.0,Swimming Pool,0.0,,,,51.0,111.4,114.3,207.1,210.0,5570472.0,19007239,5717357.0,19508431,0.0,0,632081,2156751.0,34138.0,3413811.0,11648406,0.0,196.34,3.74,No,,Compliant,
118,2015,SPS-District K-12,K-12 School,COOPER ELEMENTARY SCHOOL (SPS-DISTRICT),1901 SW GENESEE ST,98106.0,1,DELRIDGE,47.56261299,-122.3579283,1999,1,3.0,74468,0,K-12 School,K-12 School,74768.0,,,,,,85.0,24.9,26.9,70.9,76.9,1857329.0,6337469,2001478.0,6829326,0.0,0,466509,1591795.0,2656.0,265600.0,906264,0.0,25.2,0.25,No,,Compliant,
119,2015,NonResidential,K-12 School,ST JOSEPH K-8 SCHOOL,700 18TH AVE E,98112.0,3,EAST,47.6262348,-122.3081985,1923,1,3.0,67743,0,K-12 School,K-12 School,67743.0,,,,,,43.0,34.0,35.2,74.7,78.6,2303288.0,7859144,2385958.0,8141226,0.0,0,370839,1265357.0,10380.0,1037984.0,3541748,0.0,63.95,0.86,No,,Compliant,
120,2015,NonResidential,K-12 School,HOLY NAMES ACADEMY,728 21ST AVE E,98112.0,3,EAST,47.62595722,-122.304164,1908,1,6.0,194104,0,K-12 School,K-12 School,194104.0,,,,,,100.0,30.3,38.8,51.2,61.5,5889882.0,20097111,7540875.0,25730533,0.0,0,526163,1795343.0,40946.0,4094613.0,13971399,0.0,229.98,1.15,No,,Compliant,
121,2015,NonResidential,Small- and Mid-Sized Office,THE 2100 BUILDING,2100 24TH AVE S,98144.0,3,SOUTHEAST,47.58406769,-122.3012707,2003,1,3.0,99433,35752,"Office, Parking",Office,63681.0,Parking,35752.0,,,,71.0,69.7,72.9,218.9,228.8,4439034.0,15146612,4640342.0,15833503,0.0,0,1301006,4439217.0,0.0,0.0,0,0.0,30.95,0.12,No,,Compliant,
122,2015,SPS-District K-12,K-12 School,MUIR ELEMENTARY SCHOOL(SPS-DISTRICT),3301 S HORTON ST,98144.0,2,SOUTHEAST,47.57334571,-122.2906221,1991,1,2.0,58933,0,K-12 School,K-12 School,60725.0,,,,,,71.0,35.4,40.7,111.2,127.9,2150120.0,7336513,2473493.0,8439908,0.0,0,630164,2150209.0,0.0,0.0,0,0.0,14.99,0.1,Yes,,Compliant,
125,2015,SPS-District K-12,K-12 School,MERCER JR HIGH SCHOOL (SPS-DISTRICT),1600 S COLUMBIAN WAY,98108.0,2,GREATER DUWAMISH,47.56301254,-122.3112112,1957,1,1.0,130862,0,K-12 School,K-12 School,132060.0,,,,,,65.0,44.7,57.4,81.3,97.8,5851209.0,19965153,7508759.0,25620948,0.0,0,630571,2151598.0,36997.0,3699700.0,12623900,0.0,211.49,1.55,Yes,,Compliant,
127,2015,SPS-District K-12,K-12 School,ORCA AT WHITWORTH ELEMENTARY SCHOOL (SPS-DISTRICT),5215 46TH AVE S,98118.0,2,SOUTHEAST,47.55446464,-122.2764003,1989,1,3.0,59955,0,K-12 School,K-12 School,59955.0,,,,,,94.0,25.4,28.6,76.3,84.9,1521329.0,5190989,1711759.0,5840764,0.0,0,417359,1424088.0,973.0,97300.0,332001,0.0,15.1,0.15,Yes,,Compliant,
130,2015,SPS-District K-12,K-12 School,MCCLURE MIDDLE (SPS-DISTRICT),1915 1ST AVE W,98119.0,7,MAGNOLIA / QUEEN ANNE,47.6367344,-122.3589452,1964,1,2.0,93218,0,K-12 School,K-12 School,93218.0,,,,,,84.0,33.0,39.9,66.6,73.9,3072599.0,10484142,3718511.0,12688086,0.0,0,417995,1426258.0,16464.0,1646400.0,5617749,0.0,97.38,0.98,Yes,,Compliant,
131,2015,NonResidential,Other,CENTURYLINK: LAKEVIEW MAIN,1200 NE 64TH ST,98115.0,4,NORTHEAST,47.6753048,-122.315342,1941,1,4.0,56521,0,Other,Other,49000.0,,,,,,,131.5,129.8,412.9,407.6,6443260.0,21985315,6361099.0,21704970,0.0,0,1888411,6443526.0,0.0,0.0,0,0.0,44.92,0.3,No,,Compliant,
132,2015,NonResidential,Other,ROOSEVELT SQUARE,6417 ROOSEVELT WAY NE,98115.0,4,NORTHEAST,47.6756688,-122.3161909,1929,1,2.0,206934,0,"Other, Parking",Other,119146.0,Parking,0.0,,,,,37.4,38.8,76.5,76.7,4461969.0,15224870,4625346.0,15782335,0.0,0,620828,2118354.0,23437.0,2343703.0,7997046,0.0,139.24,0.63,No,,Compliant,
136,2015,NonResidential,Hotel,HOLIDAY INN EXPRESS - SEATTLE NORTH,14115 AURORA AVE N,98133.0,5,NORTHWEST,47.73127184,-122.3462382,2001,1,4.0,51390,0,"Hotel, Parking",Hotel,51390.0,Parking,0.0,,,,86.0,75.2,75.2,137.5,137.5,3864699.0,13186900,3864699.0,13186900,0.0,0,421687,1438855.0,24259.0,2425903.0,8277524,0.0,138.87,2.58,No,,Compliant,
137,2015,SPS-District K-12,K-12 School,BROADVIEW THOMSON ELEMENTARY (SPS-DISTRICT),13052 GREENWOOD AVE N,98133.0,5,NORTHWEST,47.72465187,-122.3539331,1963,1,2.0,131013,0,K-12 School,K-12 School,131909.0,,,,,,88.0,29.9,33.1,59.4,62.8,3939221.0,13441179,4362064.0,14883980,0.0,0,518910,1770594.0,21687.0,2168700.0,7399911,0.0,127.52,0.92,Yes,,Compliant,
138,2015,SPS-District K-12,K-12 School,INGRAHAM HIGH (SPS-DISTRICT),1819 N 135TH ST,98133.0,5,NORTHWEST,47.72595704,-122.3375948,1959,1,1.0,245587,0,K-12 School,K-12 School,245587.0,,,,,,95.0,42.5,49.3,77.4,85.7,10444297.0,35637420,12104908.0,41303660,0.0,0,1128223,3849657.0,65948.0,6594800.0,22502391,0.0,377.09,1.47,Yes,,Compliant,
139,2015,NonResidential,Hotel,EXTENDED STAY AMERICA,13300 STONE AVE N,98133.0,5,NORTHWEST,47.72527664,-122.3410974,2002,1,3.0,69138,0,Hotel,Hotel,70609.0,,,,,,75.0,46.7,47.1,104.7,106.0,3298570.0,11255187,3326526.0,11350577,0.0,0,551264,1880991.0,14177.0,1417657.0,4837246,0.0,88.4,1.16,Yes,,Compliant,
140,2015,SPS-District K-12,K-12 School,B F DAY ELEMENTARY (SPS-DISTRICT),3921 LINDEN AVE N,98103.0,6,LAKE UNION,47.65474724,-122.3490987,1991,1,3.0,66588,0,K-12 School,K-12 School,66588.0,,,,,,75.0,30.5,33.9,95.9,106.3,2033074.0,6937136,2255184.0,7695007,0.0,0,595860,2033159.0,0.0,0.0,0,0.0,14.17,0.08,Yes,,Compliant,
144,2015,NonResidential,Hotel,ALEXIS HOTEL,1007 1ST AVE,98104.0,7,DOWNTOWN,47.60477066,-122.33677673,1904,1,5.0,190980,0,"Hotel, Parking",Hotel,190980.0,Parking,19051.0,,,,97.0,36.3,36.3,89.9,89.9,6935723.0,23665668,6935723.0,23665668,0.0,0,1385577,4727785.0,22081.0,2208135.0,7534469,0.0,150.23,0.68,No,,Compliant,
145,2015,Nonresidential COS,Other,BENAROYA HALL,1301 3RD AVE,98101.0,7,DOWNTOWN,47.60810553,-122.3369663,1998,1,6.0,284100,0,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,189750.0,,,,,,,74.7,74.9,197.8,190.3,14169301.0,48347661,14212631.0,48495509,3123280.0,10657073,3109429,10609812.0,4366.0,436649.0,1489908,0.0,338.23,1.03,No,,Compliant,
147,2015,NonResidential,Hospital,SWEDISH MEDICAL CENTER BALLARD CAMPUS,5300 TALLMAN AVE NW,98107.0,6,BALLARD,47.66742706,-122.37961578,1954,1,5.0,285333,0,"Hospital (General Medical & Surgical), Parking",Hospital (General Medical & Surgical),302661.0,Parking,148865.0,,,,28.0,209.4,221.3,442.9,450.1,63362516.0,216201876,66980332.0,228546377,0.0,0,9469708,32311985.0,310519.0,31051872.0,105953384,0.0,1874.42,6.08,No,,Compliant,
148,2015,SPS-District K-12,K-12 School,WEST WOODLAND PARK ELEMENTARY (SPS-DISTRICT),5601 5TH AVE NW,98107.0,6,BALLARD,47.67031559,-122.3622592,1991,1,2.0,55513,0,K-12 School,K-12 School,57904.0,,,,,,91.0,28.1,32.0,88.4,100.4,1612965.0,5503664,1832205.0,6251742,0.0,0,472733,1613032.0,0.0,0.0,0,0.0,11.24,0.08,Yes,,Compliant,
163,2015,Nonresidential COS,Other,FIRE STATION 10/FAC/EOC,105 5TH AVE S,98104.0,2,DOWNTOWN,47.60158047,-122.32771508,2006,1,4.0,61156,0,"Office, Other",Other,42755.0,Office,29219.0,,,,,145.0,153.3,361.9,363.1,10434387.0,35603605,11034854.0,37652484,0.0,0,2116762,7222692.0,32120.0,3211996.0,10959785,0.0,220.94,3.1,No,,Compliant,
167,2015,NonResidential,Other,WING LUKE MUSEUM/KONG YICK BLDG.,719 S KING ST,98104.0,2,DOWNTOWN,47.59809588,-122.3228283,1910,1,4.0,72820,0,Museum,Museum,58000.0,,,,,,,35.8,38.0,90.2,92.5,2076630.0,7085755,2206050.0,7527354,0.0,0,427532,1458801.0,6179.0,617890.0,2108328,0.0,42.99,0.5,No,,Compliant,
168,2015,NonResidential,Hotel,HAMPTON INN & SUITES,700 5TH AVE N,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62557152,-122.347197,1996,1,4.0,162222,14200,"Hotel, Parking",Hotel,113702.0,Parking,32692.0,,,,75.0,68.2,68.2,152.8,152.8,7753080.0,26454606,7753080.0,26454606,0.0,0,1294179,4415922.0,33373.0,3337341.0,11387480,0.0,208.03,1.17,No,,Compliant,
169,2015,SPS-District K-12,K-12 School,FRANKLIN HIGH SCHOOL (SPS-DISTRICT),3013 S MOUNT BAKER BLVD,98144.0,2,SOUTHEAST,47.57604857,-122.2928463,1990,1,4.0,289588,0,K-12 School,K-12 School,289588.0,,,,,,92.0,30.2,36.0,75.9,85.2,8747819.0,29848797,10429328.0,35586343,0.0,0,1795580,6126773.0,26213.0,2621300.0,8944246,0.0,181.93,0.54,Yes,,Compliant,
170,2015,NonResidential,College/University,SCC FINE ARTS BLDG,801 E PINE ST,98122.0,3,EAST,47.61496242,-122.3217405,1915,1,3.0,63330,0,College/University,College/University,64820.0,,,,,,,42.5,48.8,104.7,111.4,2755578.0,9402422,3165935.0,10802618,0.0,0,546277,1863973.0,8917.0,891682.0,3042545,0.0,60.35,0.83,No,,Compliant,
172,2015,Campus,College/University,SOUTH SEATTLE COMMUNITY COLLEGE - CAMPUS MASTER ID,6000 16TH AVE SW,98106.0,1,DELRIDGE,47.54550494,-122.3500523,1970,1,2.0,441071,0,College/University,College/University,483000.0,,,,,,,77.5,86.6,189.1,201.9,37430780.0,127719121,41809228.0,142659006,0.0,0,7293375,24886028.0,125458.0,12545788.0,42808005,0.0,839.79,1.66,No,,Compliant,
173,2015,NonResidential,Small- and Mid-Sized Office,SEATTLE CHILDREN'S HOSPITAL (70th & SAND POINT ADMIN BLDG),6901 SAND POINT WAY NE,98115.0,4,NORTHEAST,47.67843749,-122.2641702,2002,1,2.0,96300,0,"Data Center, Office",Office,92300.0,Data Center,4944.0,,,,,167.0,166.5,472.7,462.9,16238985.0,55409716,16187105.0,55232694,0.0,0,4054793,13835528.0,24040.0,2404032.0,8202897,0.0,224.13,1.71,No,,Compliant,
174,2015,Nonresidential COS,Other,CSC Vehicle Maintenance (E),805 S DEARBORN ST,98134.0,2,GREATER DUWAMISH,47.59455098,-122.3218127,1950,1,1.0,67356,0,"Repair Services (Vehicle, Shoe, Locksmith, etc)","Repair Services (Vehicle, Shoe, Locksmith, etc)",68359.0,,,,,,,96.2,112.6,192.5,209.6,6577130.0,22442098,7693941.0,26252816,0.0,0,876497,2990732.0,35865.0,3586522.0,12237720,0.0,211.33,2.95,No,,Compliant,
175,2015,SPS-District K-12,K-12 School,GARFIELD HIGH (SPS-DISTRICT),400 23RD AVE,98122.0,3,CENTRAL,47.60502046,-122.3018326,2008,1,3.0,254523,0,K-12 School,K-12 School,254523.0,,,,,,62.0,53.5,63.1,119.5,129.7,13609040.0,46435971,16067596.0,54824912,0.0,0,2262468,7719861.0,58895.0,5889500.0,20095807,0.0,366.61,1.31,Yes,,Compliant,
176,2015,SPS-District K-12,K-12 School,EMERSON ELEMENTARY SCHOOL (SPS-DISTRICT),9709 60TH AVE S,98118.0,2,SOUTHEAST,47.51466446,-122.2588187,2001,1,3.0,78804,0,K-12 School,K-12 School,78804.0,,,,,,92.0,31.1,35.1,76.6,80.8,2447651.0,8351731,2763750.0,9430306,0.0,0,486240,1659120.0,7886.0,788600.0,2690814,0.0,53.45,0.59,Yes,,Compliant,
177,2015,SPS-District K-12,K-12 School,MADRONA SCHOOL (SPS-DISTRICT),1121 33RD AVE,98122.0,3,CENTRAL,47.61229388,-122.2908219,2002,1,3.0,66994,0,K-12 School,K-12 School,66994.0,,,,,,83.0,33.8,36.7,90.4,99.2,2266570.0,7733857,2455369.0,8378066,0.0,0,515085,1757543.0,5091.0,509100.0,1737121,0.0,39.29,0.47,Yes,,Compliant,
178,2015,SPS-District K-12,K-12 School,VAN ASSELT @  (SPS-DISTRICT),8311 BEACON AVE S,98118.0,2,GREATER DUWAMISH,47.52933502,-122.28844452,2000,1,3.0,98357,0,K-12 School,K-12 School,98357.0,,,,,,90.0,33.2,38.7,76.7,82.5,3265995.0,11144037,3804876.0,12982775,0.0,0,577431,1970276.0,12958.0,1295800.0,4421453,0.0,82.55,0.75,Yes,,Compliant,
179,2015,NonResidential,Small- and Mid-Sized Office,UNION GOSPEL MISSION ASSN,3800 S OTHELLO ST,98118.0,2,GREATER DUWAMISH,47.53830025,-122.2840532,1958,1,1.0,54765,0,"Office, Other",Office,25765.0,Other,25000.0,,,,,85.0,92.6,240.7,252.4,4316654.0,14729034,4702108.0,16044258,0.0,0,1077613,3676968.0,6398.0,639837.0,2183214,0.0,59.61,0.8,No,,Compliant,
180,2015,NonResidential,Other,UNION GOSPEL MISSION ASSN / HOPE PLACE,3802 S OTHELLO ST,98118.0,2,GREATER DUWAMISH,47.53830025,-122.2840532,2009,1,5.0,89821,0,"Food Service, Office, Other - Lodging/Residential",Other - Lodging/Residential,46483.0,Office,37938.0,Food Service,4579.0,,,22.7,26.3,25.3,29.3,2017694.0,6884657,2337736.0,7976686,0.0,0,19015,64880.0,19528.0,1952816.0,6663284,0.0,104.17,1.16,No,,Compliant,
182,2015,NonResidential,College/University,OTTO MILLER HALL,3469 3RD AVE W,98119.0,7,MAGNOLIA / QUEEN ANNE,47.65153666,-122.3615464,1980,1,2.0,52611,0,College/University,College/University,52611.0,,,,,,,83.6,93.7,198.3,208.9,4399828.0,15012836,4930107.0,16822223,0.0,0,815356,2782111.0,16178.0,1617832.0,5520271,0.0,105.32,1.77,No,,Compliant,
183,2015,NonResidential,Residence Hall/Dormitory,"EMERSON HALL, SEATTLE PACIFIC UNIVERSITY",362 W EMERSON ST,98119.0,7,MAGNOLIA / QUEEN ANNE,47.65076266,-122.3638034,2001,1,4.0,139600,37500,Residence Hall/Dormitory,Residence Hall/Dormitory,135520.0,,,,,,88.0,32.6,37.7,71.5,79.5,4418055.0,15075029,5103262.0,17413052,0.0,0,709037,2419334.0,19988.0,1998821.0,6820260,0.0,123.02,0.81,No,,Compliant,
185,2015,SPS-District K-12,K-12 School,NATHAN HALE HIGH (SPS-DISTRICT),10750 30TH AVE NE,98125.0,5,NORTH,47.70783561,-122.294626,2011,1,2.0,236758,0,"K-12 School, Parking",K-12 School,237357.0,Parking,0.0,,,2016,96.0,34.0,41.1,78.7,89.1,8050977.0,27471073,9730278.0,33201086,0.0,0,1426836,4868567.0,31826.0,3182614.0,10859529,0.0,202.97,0.77,No,,Compliant,
187,2015,NonResidential,Other,YOUTH SERVICES CENTER - KING COUNTY,1211 E ALDER ST,98122.0,3,CENTRAL,47.60411727,-122.3153334,1971,1,6.0,250981,0,"Courthouse, Other",Other,137565.0,Courthouse,78357.0,,,,,64.4,65.0,161.9,162.5,13901935.0,47435370,14035072.0,47889653,3994742.0,13630625,2769295,9449227.0,4584.0,458359.0,1563985,0.0,398.56,1.43,No,,Compliant,
189,2015,SPS-District K-12,K-12 School,GREENWOOD ELEMENTARY (SPS-DISTRICT),144 NW 80TH ST,98117.0,6,NORTHWEST,47.68734351,-122.3598407,2002,1,3.0,62526,0,K-12 School,K-12 School,62526.0,,,,,,97.0,29.5,35.7,66.2,75.3,1841968.0,6285055,2234095.0,7623048,0.0,0,309633,1056512.0,7855.0,785500.0,2680237,0.0,49.08,0.71,Yes,,Compliant,
190,2015,NonResidential,Small- and Mid-Sized Office,EMERALD SERVICES,7343 E MARGINAL WAY S,98108.0,2,GREATER DUWAMISH,47.5353246,-122.3186034,2007,1,3.0,64015,0,"Non-Refrigerated Warehouse, Office, Other - Services",Office,30000.0,Non-Refrigerated Warehouse,15000.0,Other - Services,9015.0,,19.0,62.0,66.7,169.6,174.6,3349666.0,11429534,3603241.0,12294768,0.0,0,791696,2701378.0,6484.0,648399.0,2212429,0.0,53.27,0.65,No,,Compliant,
194,2015,NonResidential,Retail Store,NORTHGATE MALL SHOPPING CENTER RETAIL STORES  - ACTIVE/PRIMARY ID,401 NE NORTHGATE WAY,98125.0,5,NORTH,47.70752593,-122.3267018,1951,1,1.0,530039,0,"Restaurant, Retail Store",Retail Store,505103.0,Restaurant,24936.0,,,,98.0,54.8,57.5,124.1,124.9,29067292.0,99181716,30468608.0,103963204,0.0,0,4943321,16867311.0,122007.0,12200681.0,41630451,0.0,765.56,1.31,Yes,,Compliant,
195,2015,NonResidential,Other,KINDRED HOSPITAL,10631 8TH AVE NE,98125.0,5,NORTH,47.70624752,-122.3217548,1964,1,3.0,54224,0,Other/Specialty Hospital,Other/Specialty Hospital,47012.0,,,,,,,161.9,176.4,319.7,334.9,7613116.0,25977029,8292959.0,28296750,0.0,0,986676,3366679.0,42466.0,4246577.0,14489922,0.0,249.01,4.33,No,,Compliant,
197,2015,NonResidential,Retail Store,NORDSTROM- NORTHGATE MALL,301 NE NORTHGATE WAY,98125.0,5,NORTH,47.70798492,-122.32534027,1965,1,4.0,124342,0,Retail Store,Retail Store,122000.0,,,,,,75.0,72.4,69.3,226.1,216.2,8835104.0,30146625,8450011.0,28832634,0.0,0,2566897,8758616.0,769.0,76850.0,262223,0.0,65.14,0.22,Yes,,Compliant,
198,2015,NonResidential,Hospital,SEATTLE CHILDREN'S HOSPITAL  (MAIN CAMPUS),4800 SAND POINT WAY NE,98105.0,4,NORTHEAST,47.66356652,-122.2813832,1953,1,10.0,879000,0,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),879000.0,,,,,,13.0,285.8,290.9,572.9,561.7,251191824.0,857102072,255669168.0,872379403,0.0,0,33629360,114748139.0,1364484.0,136448438.0,465581391,0.0,8046.7,8.59,No,,Compliant,
